Date,Symbol,ShortVolume,ShortExemptVolume,TotalVolume,Market,ShortPercent,ShortExemptPercent,ShortExemptRatio,NonShortVolume,DayOfWeek,WeekNumber,YearWeek,Month,YearMonth
2024-02-26,MSOX,714670,41554,1263952,"B,Q,N",56.54,3.2876,5.8144,549282,Monday,9,2024-W09,2024-02,2024-02
2024-02-27,MSOX,293083,29351,850692,"Q,N",34.45,3.4502,10.0146,557609,Tuesday,9,2024-W09,2024-02,2024-02
2024-02-28,MSOX,332865,9620,1108668,"B,Q,N",30.02,0.8677,2.8901,775803,Wednesday,9,2024-W09,2024-02,2024-02
2024-02-29,MSOX,191049,1408,1328837,"B,Q,N",14.38,0.106,0.737,1137788,Thursday,9,2024-W09,2024-02,2024-02
2024-03-01,MSOX,157394,8194,622497,"Q,N",25.28,1.3163,5.206,465103,Friday,9,2024-W09,2024-03,2024-03
2024-03-04,MSOX,135403,5287,809316,"B,Q,N",16.73,0.6533,3.9046,673913,Monday,10,2024-W10,2024-03,2024-03
2024-03-05,MSOX,966427,1617,1936814,"B,Q,N",49.9,0.0835,0.1673,970387,Tuesday,10,2024-W10,2024-03,2024-03
2024-03-06,MSOX,533541,13715,1319790,"B,Q,N",40.43,1.0392,2.5706,786249,Wednesday,10,2024-W10,2024-03,2024-03
2024-03-07,MSOX,816981,25888,1464279,"B,Q,N",55.79,1.768,3.1687,647298,Thursday,10,2024-W10,2024-03,2024-03
2024-03-08,MSOX,386376,13136,767696,"Q,N",50.33,1.7111,3.3998,381320,Friday,10,2024-W10,2024-03,2024-03
2024-03-11,MSOX,378965,16020,1070170,"B,Q,N",35.41,1.497,4.2273,691205,Monday,11,2024-W11,2024-03,2024-03
2024-03-12,MSOX,270047,15567,583119,"B,Q,N",46.31,2.6696,5.7646,313072,Tuesday,11,2024-W11,2024-03,2024-03
2024-03-13,MSOX,263617,10999,558570,"B,Q,N",47.19,1.9691,4.1723,294953,Wednesday,11,2024-W11,2024-03,2024-03
2024-03-14,MSOX,314835,19821,669939,"B,Q,N",46.99,2.9586,6.2957,355104,Thursday,11,2024-W11,2024-03,2024-03
2024-03-15,MSOX,929010,2489,1732377,"B,Q,N",53.63,0.1437,0.2679,803367,Friday,11,2024-W11,2024-03,2024-03
2024-03-18,MSOX,1270447,4927,2038064,"B,Q,N",62.34,0.2417,0.3878,767617,Monday,12,2024-W12,2024-03,2024-03
2024-03-19,MSOX,858362,30076,1423423,"B,Q,N",60.3,2.1129,3.5039,565061,Tuesday,12,2024-W12,2024-03,2024-03
2024-03-20,MSOX,298563,75413,1048778,"B,Q,N",28.47,7.1906,25.2587,750215,Wednesday,12,2024-W12,2024-03,2024-03
2024-03-21,MSOX,551191,32224,1591963,"B,Q,N",34.62,2.0242,5.8462,1040772,Thursday,12,2024-W12,2024-03,2024-03
2024-03-22,MSOX,817877,46811,1560184,"Q,N",52.42,3.0004,5.7235,742307,Friday,12,2024-W12,2024-03,2024-03
2024-03-25,MSOX,286876,7533,1031660,"B,Q,N",27.81,0.7302,2.6259,744784,Monday,13,2024-W13,2024-03,2024-03
2024-03-26,MSOX,453400,46626,883565,"B,Q,N",51.31,5.277,10.2836,430165,Tuesday,13,2024-W13,2024-03,2024-03
2024-03-27,MSOX,305044,4312,972471,"B,Q,N",31.37,0.4434,1.4136,667427,Wednesday,13,2024-W13,2024-03,2024-03
2024-03-28,MSOX,909809,25406,1782891,"B,Q,N",51.03,1.425,2.7925,873082,Thursday,13,2024-W13,2024-03,2024-03
2024-04-01,MSOX,374379,9002,827368,"B,Q,N",45.25,1.088,2.4045,452989,Monday,14,2024-W14,2024-04,2024-04
2024-04-02,MSOX,535964,4015,1177197,"B,Q,N",45.53,0.3411,0.7491,641233,Tuesday,14,2024-W14,2024-04,2024-04
2024-04-03,MSOX,579434,22119,1346805,"Q,N",43.02,1.6423,3.8173,767371,Wednesday,14,2024-W14,2024-04,2024-04
2024-04-04,MSOX,1026366,63488,3627829,"Q,N",28.29,1.75,6.1857,2601463,Thursday,14,2024-W14,2024-04,2024-04
2024-04-05,MSOX,216688,15433,1010031,"B,Q,N",21.45,1.528,7.1222,793343,Friday,14,2024-W14,2024-04,2024-04
2024-04-08,MSOX,212425,10761,642722,"B,Q,N",33.05,1.6743,5.0658,430297,Monday,15,2024-W15,2024-04,2024-04
2024-04-09,MSOX,203171,18803,874771,"Q,N",23.23,2.1495,9.2548,671600,Tuesday,15,2024-W15,2024-04,2024-04
2024-04-10,MSOX,316555,98,762821,"B,Q,N",41.5,0.0128,0.031,446266,Wednesday,15,2024-W15,2024-04,2024-04
2024-04-11,MSOX,466785,26965,1326529,"B,Q,N",35.19,2.0327,5.7767,859744,Thursday,15,2024-W15,2024-04,2024-04
2024-04-12,MSOX,833358,40207,1745604,"B,Q,N",47.74,2.3033,4.8247,912246,Friday,15,2024-W15,2024-04,2024-04
2024-04-15,MSOX,652002,94852,1386106,"B,Q,N",47.04,6.8431,14.5478,734104,Monday,16,2024-W16,2024-04,2024-04
2024-04-16,MSOX,491485,32293,1189299,"B,Q,N",41.33,2.7153,6.5705,697814,Tuesday,16,2024-W16,2024-04,2024-04
2024-04-17,MSOX,1238477,15072,2414571,"B,Q,N",51.29,0.6242,1.217,1176094,Wednesday,16,2024-W16,2024-04,2024-04
2024-04-18,MSOX,536591,9056,859181,"B,Q,N",62.45,1.054,1.6877,322590,Thursday,16,2024-W16,2024-04,2024-04
2024-04-19,MSOX,620397,9367,1298319,"B,Q,N",47.78,0.7215,1.5098,677922,Friday,16,2024-W16,2024-04,2024-04
2024-04-22,MSOX,258113,28433,860346,"Q,N",30.0,3.3048,11.0157,602233,Monday,17,2024-W17,2024-04,2024-04
2024-04-23,MSOX,306997,2736,588032,"Q,N",52.21,0.4653,0.8912,281035,Tuesday,17,2024-W17,2024-04,2024-04
2024-04-24,MSOX,548064,25861,1025710,"B,Q,N",53.43,2.5213,4.7186,477646,Wednesday,17,2024-W17,2024-04,2024-04
2024-04-25,MSOX,670589,14731,1284374,"B,Q,N",52.21,1.1469,2.1967,613785,Thursday,17,2024-W17,2024-04,2024-04
2024-04-26,MSOX,955526,138171,1574176,"B,Q,N",60.7,8.7774,14.4602,618650,Friday,17,2024-W17,2024-04,2024-04
2024-04-29,MSOX,806428,35526,1418962,"B,Q,N",56.83,2.5037,4.4054,612534,Monday,18,2024-W18,2024-04,2024-04
2024-04-30,MSOX,5032998,128948,8508168,"B,Q,N",59.15,1.5156,2.5621,3475170,Tuesday,18,2024-W18,2024-04,2024-04
2024-05-01,MSOX,2918521,157497,4826652,"B,Q,N",60.47,3.2631,5.3965,1908131,Wednesday,18,2024-W18,2024-05,2024-05
2024-05-02,MSOX,1301282,72378,2090681,"B,Q,N",62.24,3.4619,5.5621,789399,Thursday,18,2024-W18,2024-05,2024-05
2024-05-03,MSOX,718999,17411,1558427,"B,Q,N",46.14,1.1172,2.4216,839428,Friday,18,2024-W18,2024-05,2024-05
2024-05-06,MSOX,825175,5762,1418296,"B,Q,N",58.18,0.4063,0.6983,593121,Monday,19,2024-W19,2024-05,2024-05
2024-05-07,MSOX,906403,13656,1621657,"B,Q,N",55.89,0.8421,1.5066,715254,Tuesday,19,2024-W19,2024-05,2024-05
2024-05-08,MSOX,388304,13865,799758,"B,Q,N",48.55,1.7336,3.5707,411454,Wednesday,19,2024-W19,2024-05,2024-05
2024-05-09,MSOX,402003,258,739562,"B,Q,N",54.36,0.0349,0.0642,337559,Thursday,19,2024-W19,2024-05,2024-05
2024-05-10,MSOX,478881,1107,916613,"B,Q,N",52.24,0.1208,0.2312,437732,Friday,19,2024-W19,2024-05,2024-05
2024-05-13,MSOX,471922,122300,745330,"B,Q,N",63.32,16.4088,25.9153,273408,Monday,20,2024-W20,2024-05,2024-05
2024-05-14,MSOX,391475,9778,735893,"B,Q,N",53.2,1.3287,2.4977,344418,Tuesday,20,2024-W20,2024-05,2024-05
2024-05-15,MSOX,303111,979,644795,"Q,N",47.01,0.1518,0.323,341684,Wednesday,20,2024-W20,2024-05,2024-05
2024-05-16,MSOX,1583181,56610,2929767,"B,Q,N",54.04,1.9322,3.5757,1346586,Thursday,20,2024-W20,2024-05,2024-05
2024-05-17,MSOX,584333,43438,1305641,"B,Q,N",44.75,3.3269,7.4338,721308,Friday,20,2024-W20,2024-05,2024-05
2024-05-20,MSOX,695986,11431,1380706,"B,Q,N",50.41,0.8279,1.6424,684720,Monday,21,2024-W21,2024-05,2024-05
2024-05-21,MSOX,492321,66854,1043980,"B,Q,N",47.16,6.4038,13.5794,551659,Tuesday,21,2024-W21,2024-05,2024-05
2024-05-22,MSOX,517837,1323,1053243,"Q,N",49.17,0.1256,0.2555,535406,Wednesday,21,2024-W21,2024-05,2024-05
2024-05-23,MSOX,1129936,64920,2198730,"B,Q,N",51.39,2.9526,5.7455,1068794,Thursday,21,2024-W21,2024-05,2024-05
2024-05-24,MSOX,705786,37887,1348428,"B,Q,N",52.34,2.8097,5.3681,642642,Friday,21,2024-W21,2024-05,2024-05
2024-05-28,MSOX,711548,14219,1122764,"B,Q,N",63.37,1.2664,1.9983,411216,Tuesday,22,2024-W22,2024-05,2024-05
2024-05-29,MSOX,773485,14837,1246564,"B,Q,N",62.05,1.1902,1.9182,473079,Wednesday,22,2024-W22,2024-05,2024-05
2024-05-30,MSOX,531515,33961,1019606,"B,Q,N",52.13,3.3308,6.3895,488091,Thursday,22,2024-W22,2024-05,2024-05
2024-05-31,MSOX,418567,6146,733740,"B,Q,N",57.05,0.8376,1.4683,315173,Friday,22,2024-W22,2024-05,2024-05
2024-06-03,MSOX,647803,628,1072000,"B,Q,N",60.43,0.0586,0.0969,424197,Monday,23,2024-W23,2024-06,2024-06
2024-06-04,MSOX,712266,16287,1296105,"Q,N",54.95,1.2566,2.2866,583839,Tuesday,23,2024-W23,2024-06,2024-06
2024-06-05,MSOX,437189,3110,817912,"B,Q,N",53.45,0.3802,0.7114,380723,Wednesday,23,2024-W23,2024-06,2024-06
2024-06-06,MSOX,438866,9135,819551,"B,Q,N",53.55,1.1146,2.0815,380685,Thursday,23,2024-W23,2024-06,2024-06
2024-06-07,MSOX,362675,11853,805011,"Q,N",45.05,1.4724,3.2682,442336,Friday,23,2024-W23,2024-06,2024-06
2024-06-10,MSOX,317770,11280,592934,"Q,N",53.59,1.9024,3.5497,275164,Monday,24,2024-W24,2024-06,2024-06
2024-06-11,MSOX,299787,453,654795,"B,Q,N",45.78,0.0692,0.1511,355008,Tuesday,24,2024-W24,2024-06,2024-06
2024-06-12,MSOX,282186,852,558650,"B,Q,N",50.51,0.1525,0.3019,276464,Wednesday,24,2024-W24,2024-06,2024-06
2024-06-13,MSOX,745840,10196,1168752,"B,Q,N",63.82,0.8724,1.367,422912,Thursday,24,2024-W24,2024-06,2024-06
2024-06-14,MSOX,840533,31403,1439258,"Q,N",58.4,2.1819,3.7361,598725,Friday,24,2024-W24,2024-06,2024-06
2024-06-17,MSOX,407987,11491,875213,"B,Q,N",46.62,1.3129,2.8165,467226,Monday,25,2024-W25,2024-06,2024-06
2024-06-18,MSOX,291251,451,614405,"Q,N",47.4,0.0734,0.1548,323154,Tuesday,25,2024-W25,2024-06,2024-06
2024-06-20,MSOX,349319,181,603467,"Q,N",57.89,0.03,0.0518,254148,Thursday,25,2024-W25,2024-06,2024-06
2024-06-21,MSOX,341941,13708,686417,"Q,N",49.82,1.997,4.0089,344476,Friday,25,2024-W25,2024-06,2024-06
2024-06-24,MSOX,344644,22280,731634,"Q,N",47.11,3.0452,6.4646,386990,Monday,26,2024-W26,2024-06,2024-06
2024-06-25,MSOX,277839,2287,638402,"Q,N",43.52,0.3582,0.8231,360563,Tuesday,26,2024-W26,2024-06,2024-06
2024-06-26,MSOX,800675,9803,1390936,"B,Q,N",57.56,0.7048,1.2243,590261,Wednesday,26,2024-W26,2024-06,2024-06
2024-06-27,MSOX,870908,164,1742893,"B,Q,N",49.97,0.0094,0.0188,871985,Thursday,26,2024-W26,2024-06,2024-06
2024-06-28,MSOX,1469064,44690,2667640,"B,Q,N",55.07,1.6753,3.0421,1198576,Friday,26,2024-W26,2024-06,2024-06
2024-07-01,MSOX,656684,60194,1262179,"B,Q,N",52.03,4.7691,9.1664,605495,Monday,27,2024-W27,2024-07,2024-07
2024-07-02,MSOX,1019395,6475,1709648,"B,Q,N",59.63,0.3787,0.6352,690253,Tuesday,27,2024-W27,2024-07,2024-07
2024-07-03,MSOX,455305,1377,1006332,"Q,N",45.24,0.1368,0.3024,551027,Wednesday,27,2024-W27,2024-07,2024-07
2024-07-05,MSOX,644955,5159,1209826,"B,Q,N",53.31,0.4264,0.7999,564871,Friday,27,2024-W27,2024-07,2024-07
2024-07-08,MSOX,304202,1028,738216,"Q,N",41.21,0.1393,0.3379,434014,Monday,28,2024-W28,2024-07,2024-07
2024-07-09,MSOX,812967,17562,1419162,"B,Q,N",57.29,1.2375,2.1602,606195,Tuesday,28,2024-W28,2024-07,2024-07
2024-07-10,MSOX,363561,43249,622403,"B,Q,N",58.41,6.9487,11.8959,258842,Wednesday,28,2024-W28,2024-07,2024-07
2024-07-11,MSOX,734545,32479,1569838,"Q,N",46.79,2.0689,4.4216,835293,Thursday,28,2024-W28,2024-07,2024-07
2024-07-12,MSOX,365458,128,818010,"B,Q,N",44.68,0.0156,0.035,452552,Friday,28,2024-W28,2024-07,2024-07
2024-07-15,MSOX,487237,1916,1111273,"B,Q,N",43.84,0.1724,0.3932,624036,Monday,29,2024-W29,2024-07,2024-07
2024-07-16,MSOX,455161,1198,1223553,"B,Q,N",37.2,0.0979,0.2632,768392,Tuesday,29,2024-W29,2024-07,2024-07
2024-07-17,MSOX,321412,9953,871447,"B,Q,N",36.88,1.1421,3.0966,550035,Wednesday,29,2024-W29,2024-07,2024-07
2024-07-18,MSOX,444292,374,1059473,"B,Q,N",41.94,0.0353,0.0842,615181,Thursday,29,2024-W29,2024-07,2024-07
2024-07-19,MSOX,410050,127,664106,"B,Q,N",61.74,0.0191,0.031,254056,Friday,29,2024-W29,2024-07,2024-07
2024-07-22,MSOX,698601,994,1342147,"B,Q,N",52.05,0.0741,0.1423,643546,Monday,30,2024-W30,2024-07,2024-07
2024-07-23,MSOX,868557,2972,1613116,"B,Q,N",53.84,0.1842,0.3422,744559,Tuesday,30,2024-W30,2024-07,2024-07
2024-07-24,MSOX,1022733,13320,1598169,"B,Q,N",63.99,0.8335,1.3024,575436,Wednesday,30,2024-W30,2024-07,2024-07
2024-07-25,MSOX,529068,19779,918464,"B,Q,N",57.6,2.1535,3.7385,389396,Thursday,30,2024-W30,2024-07,2024-07
2024-07-26,MSOX,447293,831,882630,"B,Q,N",50.68,0.0942,0.1858,435337,Friday,30,2024-W30,2024-07,2024-07
2024-07-29,MSOX,237278,1758,394445,"Q,N",60.15,0.4457,0.7409,157167,Monday,31,2024-W31,2024-07,2024-07
2024-07-30,MSOX,329602,495,565964,"B,Q,N",58.24,0.0875,0.1502,236362,Tuesday,31,2024-W31,2024-07,2024-07
2024-07-31,MSOX,647754,8837,1000843,"B,Q,N",64.72,0.883,1.3643,353089,Wednesday,31,2024-W31,2024-07,2024-07
2024-08-01,MSOX,896314,1596,1567863,"B,Q,N",57.17,0.1018,0.1781,671549,Thursday,31,2024-W31,2024-08,2024-08
2024-08-02,MSOX,863036,10663,1359015,"Q,N",63.5,0.7846,1.2355,495979,Friday,31,2024-W31,2024-08,2024-08
2024-08-05,MSOX,1020472,58720,1511902,"B,Q,N",67.5,3.8838,5.7542,491430,Monday,32,2024-W32,2024-08,2024-08
2024-08-06,MSOX,792407,94444,1481294,"B,Q,N",53.49,6.3758,11.9186,688887,Tuesday,32,2024-W32,2024-08,2024-08
2024-08-07,MSOX,656541,1260,1121016,"B,Q,N",58.57,0.1124,0.1919,464475,Wednesday,32,2024-W32,2024-08,2024-08
2024-08-08,MSOX,1116552,48023,1837214,"B,Q,N",60.77,2.6139,4.301,720662,Thursday,32,2024-W32,2024-08,2024-08
2024-08-09,MSOX,607196,1700,1182323,"Q,N",51.36,0.1438,0.28,575127,Friday,32,2024-W32,2024-08,2024-08
2024-08-12,MSOX,494605,5683,1048768,"Q,N",47.16,0.5419,1.149,554163,Monday,33,2024-W33,2024-08,2024-08
2024-08-13,MSOX,389733,22,603528,"B,Q,N",64.58,0.0036,0.0056,213795,Tuesday,33,2024-W33,2024-08,2024-08
2024-08-14,MSOX,1142116,434,1812161,"B,Q,N",63.03,0.0239,0.038,670045,Wednesday,33,2024-W33,2024-08,2024-08
2024-08-15,MSOX,662672,200,945615,"B,Q,N",70.08,0.0212,0.0302,282943,Thursday,33,2024-W33,2024-08,2024-08
2024-08-16,MSOX,312144,5695,651288,"B,Q,N",47.93,0.8744,1.8245,339144,Friday,33,2024-W33,2024-08,2024-08
2024-08-19,MSOX,902377,4566,1315242,"B,Q,N",68.61,0.3472,0.506,412865,Monday,34,2024-W34,2024-08,2024-08
2024-08-20,MSOX,1066140,37040,1788627,"B,Q,N",59.61,2.0709,3.4742,722487,Tuesday,34,2024-W34,2024-08,2024-08
2024-08-21,MSOX,817833,85805,1244825,"B,Q,N",65.7,6.8929,10.4918,426992,Wednesday,34,2024-W34,2024-08,2024-08
2024-08-22,MSOX,1013641,10,1630567,"B,Q,N",62.16,0.0006,0.001,616926,Thursday,34,2024-W34,2024-08,2024-08
2024-08-23,MSOX,342291,0,757074,"Q,N",45.21,0.0,0.0,414783,Friday,34,2024-W34,2024-08,2024-08
2024-08-26,MSOX,202565,2017,522814,"B,Q,N",38.75,0.3858,0.9957,320249,Monday,35,2024-W35,2024-08,2024-08
2024-08-27,MSOX,2366405,147672,3392732,"B,Q,N",69.75,4.3526,6.2404,1026327,Tuesday,35,2024-W35,2024-08,2024-08
2024-08-28,MSOX,810063,60043,1467647,"B,Q,N",55.19,4.0911,7.4121,657584,Wednesday,35,2024-W35,2024-08,2024-08
2024-08-29,MSOX,529342,17796,1158212,"B,Q,N",45.7,1.5365,3.3619,628870,Thursday,35,2024-W35,2024-08,2024-08
2024-08-30,MSOX,339498,15185,650695,"B,Q,N",52.17,2.3337,4.4728,311197,Friday,35,2024-W35,2024-08,2024-08
2024-09-03,MSOX,796051,622,1202911,"B,Q,N",66.18,0.0517,0.0781,406860,Tuesday,36,2024-W36,2024-09,2024-09
2024-09-04,MSOX,371196,3397,640510,"B,Q,N",57.95,0.5304,0.9151,269314,Wednesday,36,2024-W36,2024-09,2024-09
2024-09-05,MSOX,304057,595,682596,"Q,N",44.54,0.0872,0.1957,378539,Thursday,36,2024-W36,2024-09,2024-09
2024-09-06,MSOX,604504,305,1114244,"B,Q,N",54.25,0.0274,0.0505,509740,Friday,36,2024-W36,2024-09,2024-09
2024-09-09,MSOX,1293639,15669,2649596,"B,Q,N",48.82,0.5914,1.2112,1355957,Monday,37,2024-W37,2024-09,2024-09
2024-09-10,MSOX,908715,2492,2173147,"B,Q,N",41.82,0.1147,0.2742,1264432,Tuesday,37,2024-W37,2024-09,2024-09
2024-09-11,MSOX,534940,1780,1375243,"Q,N",38.9,0.1294,0.3327,840303,Wednesday,37,2024-W37,2024-09,2024-09
2024-09-12,MSOX,411716,48,807849,"B,Q,N",50.96,0.0059,0.0117,396133,Thursday,37,2024-W37,2024-09,2024-09
2024-09-13,MSOX,395308,46,836275,"Q,N",47.27,0.0055,0.0116,440967,Friday,37,2024-W37,2024-09,2024-09
2024-09-16,MSOX,630020,1249,1316743,"B,Q,N",47.85,0.0949,0.1982,686723,Monday,38,2024-W38,2024-09,2024-09
2024-09-17,MSOX,586033,4432,1082344,"B,Q,N",54.14,0.4095,0.7563,496311,Tuesday,38,2024-W38,2024-09,2024-09
2024-09-18,MSOX,617456,9,1113293,"Q,N",55.46,0.0008,0.0015,495837,Wednesday,38,2024-W38,2024-09,2024-09
2024-09-19,MSOX,539626,13238,1177852,"B,Q,N",45.81,1.1239,2.4532,638226,Thursday,38,2024-W38,2024-09,2024-09
2024-09-20,MSOX,526132,0,1033527,"Q,N",50.91,0.0,0.0,507395,Friday,38,2024-W38,2024-09,2024-09
2024-09-23,MSOX,395355,15317,1283936,"B,Q,N",30.79,1.193,3.8742,888581,Monday,39,2024-W39,2024-09,2024-09
2024-09-24,MSOX,348857,5997,1185129,"Q,N",29.44,0.506,1.719,836272,Tuesday,39,2024-W39,2024-09,2024-09
2024-09-25,MSOX,408322,12,853910,"Q,N",47.82,0.0014,0.0029,445588,Wednesday,39,2024-W39,2024-09,2024-09
2024-09-26,MSOX,519169,0,995679,"Q,N",52.14,0.0,0.0,476510,Thursday,39,2024-W39,2024-09,2024-09
2024-09-27,MSOX,380545,8819,938274,"B,Q,N",40.56,0.9399,2.3175,557729,Friday,39,2024-W39,2024-09,2024-09
2024-09-30,MSOX,971447,164,1879308,"B,Q,N",51.69,0.0087,0.0169,907861,Monday,40,2024-W40,2024-09,2024-09
2024-10-01,MSOX,603298,110,907682,"Q,N",66.47,0.0121,0.0182,304384,Tuesday,40,2024-W40,2024-10,2024-10
2024-10-02,MSOX,210737,979,392343,"B,Q,N",53.71,0.2495,0.4646,181606,Wednesday,40,2024-W40,2024-10,2024-10
2024-10-03,MSOX,364702,2072,765937,"Q,N",47.62,0.2705,0.5681,401235,Thursday,40,2024-W40,2024-10,2024-10
2024-10-04,MSOX,378395,23,950706,"B,Q,N",39.8,0.0024,0.0061,572311,Friday,40,2024-W40,2024-10,2024-10
2024-10-07,MSOX,363174,2410,963159,"Q,N",37.71,0.2502,0.6636,599985,Monday,41,2024-W41,2024-10,2024-10
2024-10-08,MSOX,224019,9270,588204,"Q,N",38.09,1.576,4.138,364185,Tuesday,41,2024-W41,2024-10,2024-10
2024-10-09,MSOX,278466,2350,500332,"B,Q,N",55.66,0.4697,0.8439,221866,Wednesday,41,2024-W41,2024-10,2024-10
2024-10-10,MSOX,255367,970,490244,"Q,N",52.09,0.1979,0.3798,234877,Thursday,41,2024-W41,2024-10,2024-10
2024-10-11,MSOX,243686,15,620587,"Q,N",39.27,0.0024,0.0062,376901,Friday,41,2024-W41,2024-10,2024-10
2024-10-14,MSOX,520399,193,1136291,"B,Q,N",45.8,0.017,0.0371,615892,Monday,42,2024-W42,2024-10,2024-10
2024-10-15,MSOX,447870,373,788602,"B,Q,N",56.79,0.0473,0.0833,340732,Tuesday,42,2024-W42,2024-10,2024-10
2024-10-16,MSOX,213214,12,489635,"B,Q,N",43.55,0.0025,0.0056,276421,Wednesday,42,2024-W42,2024-10,2024-10
2024-10-17,MSOX,179955,289,572787,"Q,N",31.42,0.0505,0.1606,392832,Thursday,42,2024-W42,2024-10,2024-10
2024-10-18,MSOX,212063,474,484659,"Q,N",43.76,0.0978,0.2235,272596,Friday,42,2024-W42,2024-10,2024-10
2024-10-21,MSOX,178585,160,433495,"Q,N",41.2,0.0369,0.0896,254910,Monday,43,2024-W43,2024-10,2024-10
2024-10-22,MSOX,1612107,28286,2664561,"B,Q,N",60.5,1.0616,1.7546,1052454,Tuesday,43,2024-W43,2024-10,2024-10
2024-10-23,MSOX,1611214,1270,3043584,"B,Q,N",52.94,0.0417,0.0788,1432370,Wednesday,43,2024-W43,2024-10,2024-10
2024-10-24,MSOX,1043939,6438,2017582,"B,Q,N",51.74,0.3191,0.6167,973643,Thursday,43,2024-W43,2024-10,2024-10
2024-10-25,MSOX,460449,52095,917455,"B,Q,N",50.19,5.6782,11.314,457006,Friday,43,2024-W43,2024-10,2024-10
2024-10-28,MSOX,518684,699,1395266,"B,Q,N",37.17,0.0501,0.1348,876582,Monday,44,2024-W44,2024-10,2024-10
2024-10-29,MSOX,902855,19789,1452781,"B,Q,N",62.15,1.3621,2.1918,549926,Tuesday,44,2024-W44,2024-10,2024-10
2024-10-30,MSOX,692915,48830,1037941,"B,Q,N",66.76,4.7045,7.047,345026,Wednesday,44,2024-W44,2024-10,2024-10
2024-10-31,MSOX,650147,0,977079,"B,Q,N",66.54,0.0,0.0,326932,Thursday,44,2024-W44,2024-10,2024-10
2024-11-01,MSOX,545903,140,1008279,"B,Q,N",54.14,0.0139,0.0256,462376,Friday,44,2024-W44,2024-11,2024-11
2024-11-04,MSOX,622792,5936,1219842,"B,Q,N",51.06,0.4866,0.9531,597050,Monday,45,2024-W45,2024-11,2024-11
2024-11-05,MSOX,624330,321,1497635,"B,Q,N",41.69,0.0214,0.0514,873305,Tuesday,45,2024-W45,2024-11,2024-11
2024-11-06,MSOX,15413020,393157,21328850,"B,Q,N",72.26,1.8433,2.5508,5915830,Wednesday,45,2024-W45,2024-11,2024-11
2024-11-07,MSOX,2581674,267081,4314720,"B,Q,N",59.83,6.19,10.3453,1733046,Thursday,45,2024-W45,2024-11,2024-11
2024-11-08,MSOX,1859112,101226,2950210,"B,Q,N",63.02,3.4311,5.4449,1091098,Friday,45,2024-W45,2024-11,2024-11
2024-11-11,MSOX,6502422,324077,11076331,"B,Q,N",58.71,2.9259,4.9839,4573909,Monday,46,2024-W46,2024-11,2024-11
2024-11-12,MSOX,8525368,997168,17372623,"B,Q,N",49.07,5.7399,11.6965,8847255,Tuesday,46,2024-W46,2024-11,2024-11
2024-11-13,MSOX,4814683,264455,8830108,"B,Q,N",54.53,2.9949,5.4927,4015425,Wednesday,46,2024-W46,2024-11,2024-11
2024-11-14,MSOX,4212793,222180,6986483,"B,Q,N",60.3,3.1801,5.2739,2773690,Thursday,46,2024-W46,2024-11,2024-11
2024-11-15,MSOX,2176246,129823,3980777,"Q,N",54.67,3.2612,5.9655,1804531,Friday,46,2024-W46,2024-11,2024-11
2024-11-18,MSOX,1004982,2250,3044956,"B,Q,N",33.0,0.0739,0.2239,2039974,Monday,47,2024-W47,2024-11,2024-11
2024-11-19,MSOX,794692,84174,2836363,"B,Q,N",28.02,2.9677,10.592,2041671,Tuesday,47,2024-W47,2024-11,2024-11
2024-11-20,MSOX,240065,15005,1288532,"Q,N",18.63,1.1645,6.2504,1048467,Wednesday,47,2024-W47,2024-11,2024-11
2024-11-21,MSOX,1490115,89347,3967369,"B,Q,N",37.56,2.252,5.996,2477254,Thursday,47,2024-W47,2024-11,2024-11
2024-11-22,MSOX,1117737,126480,2130794,"B,Q,N",52.46,5.9358,11.3157,1013057,Friday,47,2024-W47,2024-11,2024-11
2024-11-25,MSOX,601851,1178,2069613,"B,Q,N",29.08,0.0569,0.1957,1467762,Monday,48,2024-W48,2024-11,2024-11
2024-11-26,MSOX,56921,1760,128526,"Q,N",44.29,1.3694,3.092,71605,Tuesday,48,2024-W48,2024-11,2024-11
2024-11-27,MSOX,16305,300,57120,"B,Q,N",28.55,0.5252,1.8399,40815,Wednesday,48,2024-W48,2024-11,2024-11
2024-11-29,MSOX,25398,217,70668,"Q,N",35.94,0.3071,0.8544,45270,Friday,48,2024-W48,2024-11,2024-11
2024-12-02,MSOX,36114,3132,102113,"B,Q,N",35.37,3.0672,8.6725,65999,Monday,49,2024-W49,2024-12,2024-12
2024-12-03,MSOX,46442,370,104499,"B,Q,N",44.44,0.3541,0.7967,58057,Tuesday,49,2024-W49,2024-12,2024-12
2024-12-04,MSOX,163453,12152,355481,"B,Q,N",45.98,3.4185,7.4346,192028,Wednesday,49,2024-W49,2024-12,2024-12
2024-12-05,MSOX,159951,8087,376161,"Q,N",42.52,2.1499,5.0559,216210,Thursday,49,2024-W49,2024-12,2024-12
2024-12-06,MSOX,58866,49,124776,"Q,N",47.18,0.0393,0.0832,65910,Friday,49,2024-W49,2024-12,2024-12
2024-12-09,MSOX,57342,26,135127,"Q,N",42.44,0.0192,0.0453,77785,Monday,50,2024-W50,2024-12,2024-12
2024-12-10,MSOX,84262,882,164663,"B,Q,N",51.17,0.5356,1.0467,80401,Tuesday,50,2024-W50,2024-12,2024-12
